surface	repeat	run	wall_us	process_cpu_us
stage50_final_model4final_model8	0	31	27303.9	102742.0
stage50_final_model4final_model8	0	32	27272.2	102723.0
stage50_final_model4final_model8	0	33	27385.0	102546.0
stage50_final_model4final_model8	0	34	27189.3	102342.0
stage50_final_model4final_model8	0	35	27153.8	102428.0
stage50_final_model4final_model8	0	36	27394.0	103326.0
stage50_final_model4final_model8	0	37	27354.9	103258.0
stage50_final_model4final_model8	0	38	27417.0	102855.0
stage50_final_model4final_model8	0	39	27153.1	102420.0
stage50_final_model4final_model8	0	40	27281.9	102928.0
stage50_final_model4final_model8	0	41	27263.2	102780.0
stage50_final_model4final_model8	0	42	27192.8	102510.0
stage50_final_model4final_model8	0	43	27190.1	102664.0
stage50_final_model4final_model8	0	44	27326.9	103028.0
stage50_final_model4final_model8	0	45	27151.1	102464.0
stage50_final_model4final_model8	0	46	27243.5	102545.0
stage50_final_model4final_model8	0	47	27236.9	102647.0
stage50_final_model4final_model8	0	48	27242.0	102968.0
stage50_final_model4final_model8	0	49	27253.9	102849.0
stage50_final_model4final_model8	0	50	27232.1	102723.0
stage50_final_model4final_model8	0	51	27576.9	103239.0
stage50_final_model4final_model8	0	52	27108.1	102743.0
stage50_final_model4final_model8	0	53	27388.9	103229.0
stage50_final_model4final_model8	0	54	27186.8	102470.0
stage50_final_model4final_model8	0	55	27182.1	102415.0
stage50_final_model4final_model8	0	56	27280.5	102850.0
stage50_final_model4final_model8	0	57	27185.8	102615.0
stage50_final_model4final_model8	0	58	27198.8	102534.0
stage50_final_model4final_model8	0	59	27009.1	102306.0
stage50_final_model4final_model8	0	60	27245.2	102942.0
stage50_final_model4final_model8	0	61	27066.7	102284.0
stage50_final_model4final_model8	0	62	27244.3	102943.0
stage50_final_model4final_model8	0	63	27260.3	102813.0
stage50_final_model4final_model8	0	64	27337.4	102593.0
stage50_final_model4final_model8	0	65	27257.2	102778.0
stage50_final_model4final_model8	0	66	27326.5	102971.0
stage50_final_model4final_model8	0	67	28070.9	104255.0
stage50_final_model4final_model8	0	68	27708.9	104298.0
stage50_final_model4final_model8	0	69	28247.9	104262.0
stage50_final_model4final_model8	0	70	27313.1	103356.0
stage50_final_model4final_model8	0	71	27167.1	102536.0
stage50_final_model4final_model8	0	72	27201.3	102722.0
stage50_final_model4final_model8	0	73	27199.3	102891.0
stage50_final_model4final_model8	0	74	27205.8	102625.0
stage50_final_model4final_model8	0	75	27300.6	102859.0
stage50_final_model4final_model8	0	76	27305.7	102787.0
stage50_final_model4final_model8	0	77	27214.6	102807.0
stage50_final_model4final_model8	0	78	27217.0	102724.0
stage50_final_model4final_model8	0	79	27165.3	102413.0
stage50_final_model4final_model8	0	80	27379.8	102973.0
stage50_final_model4final_model8	0	81	27142.9	102499.0
stage50_final_model4final_model8	0	82	27180.6	102616.0
stage50_final_model4final_model8	0	83	27308.2	102889.0
stage50_final_model4final_model8	0	84	27225.1	102551.0
stage50_final_model4final_model8	0	85	27035.2	102289.0
